name,date,amount,rate_100
Долар США (USD),21.06.2014,100,1185.4613
Долар США (USD),22.06.2014,100,1185.4613
Долар США (USD),23.06.2014,100,1187.8272
Долар США (USD),24.06.2014,100,1189.2063
Долар США (USD),25.06.2014,100,1188.1919
Долар США (USD),26.06.2014,100,1189.4782
Долар США (USD),27.06.2014,100,1182.3346
Долар США (USD),28.06.2014,100,1182.3346
Долар США (USD),29.06.2014,100,1182.3346
Долар США (USD),30.06.2014,100,1182.3346
Долар США (USD),01.07.2014,100,1178.5498
Долар США (USD),02.07.2014,100,1183.3402
Долар США (USD),03.07.2014,100,1184.1109
Долар США (USD),04.07.2014,100,1182.7096
Долар США (USD),05.07.2014,100,1182.7096
Долар США (USD),06.07.2014,100,1182.7096
Долар США (USD),07.07.2014,100,1178.4505
Долар США (USD),08.07.2014,100,1171.2292
Долар США (USD),09.07.2014,100,1165.813
Долар США (USD),10.07.2014,100,1169.5741
Долар США (USD),11.07.2014,100,1169.3814
Долар США (USD),12.07.2014,100,1169.3814
Долар США (USD),13.07.2014,100,1169.3814
Долар США (USD),14.07.2014,100,1169.6248
Долар США (USD),15.07.2014,100,1170.7174
Долар США (USD),16.07.2014,100,1171.8072
Долар США (USD),17.07.2014,100,1171.9709
Долар США (USD),18.07.2014,100,1164.9106
Долар США (USD),19.07.2014,100,1164.9106
Долар США (USD),20.07.2014,100,1164.9106
Долар США (USD),21.07.2014,100,1165.5592
Долар США (USD),22.07.2014,100,1167.0029
Долар США (USD),23.07.2014,100,1164.4375
Долар США (USD),24.07.2014,100,1168.2867
Долар США (USD),25.07.2014,100,1175.2797
Долар США (USD),26.07.2014,100,1175.2797
Долар США (USD),27.07.2014,100,1175.2797
Долар США (USD),28.07.2014,100,1185.8383
Долар США (USD),29.07.2014,100,1198.7694
Долар США (USD),30.07.2014,100,1200.3188
Долар США (USD),31.07.2014,100,1209.7248
Долар США (USD),01.08.2014,100,1196.328
Долар США (USD),02.08.2014,100,1196.328
Долар США (USD),03.08.2014,100,1196.328
Долар США (USD),04.08.2014,100,1218.3059
Долар США (USD),05.08.2014,100,1229.7591
Долар США (USD),06.08.2014,100,1235.4879
Долар США (USD),07.08.2014,100,1245.8546
Долар США (USD),08.08.2014,100,1260.6756
Долар США (USD),09.08.2014,100,1260.6756
Долар США (USD),10.08.2014,100,1260.6756
Долар США (USD),11.08.2014,100,1282.5978
Долар США (USD),12.08.2014,100,1313.9331
Долар США (USD),13.08.2014,100,1311.0661
Долар США (USD),14.08.2014,100,1309.1686
Долар США (USD),15.08.2014,100,1313.5491
Долар США (USD),16.08.2014,100,1313.5491
Долар США (USD),17.08.2014,100,1313.5491
Долар США (USD),18.08.2014,100,1307.3311
Долар США (USD),19.08.2014,100,1295.2576
Долар США (USD),20.08.2014,100,1322.3077
Долар США (USD),21.08.2014,100,1311.279
Долар США (USD),22.08.2014,100,1336.5434
Долар США (USD),23.08.2014,100,1336.5434
Долар США (USD),24.08.2014,100,1336.5434
Долар США (USD),25.08.2014,100,1336.5434
Долар США (USD),26.08.2014,100,1365.9408
Долар США (USD),27.08.2014,100,1389.0974
Долар США (USD),28.08.2014,100,1343.7484
Долар США (USD),29.08.2014,100,1360.5777
Долар США (USD),30.08.2014,100,1360.5777
Долар США (USD),31.08.2014,100,1360.5777
Долар США (USD),01.09.2014,100,1311.4112
Долар США (USD),02.09.2014,100,1300.8652
Долар США (USD),03.09.2014,100,1253.1031
Долар США (USD),04.09.2014,100,1252.8758
Долар США (USD),05.09.2014,100,1282.22
Долар США (USD),06.09.2014,100,1282.22
Долар США (USD),07.09.2014,100,1282.22
Долар США (USD),08.09.2014,100,1282.2103
Долар США (USD),09.09.2014,100,1292.6071
Долар США (USD),10.09.2014,100,1295.1794
Долар США (USD),11.09.2014,100,1297.6598
Долар США (USD),12.09.2014,100,1295.0082
Долар США (USD),13.09.2014,100,1295.0082
Долар США (USD),14.09.2014,100,1295.0082
Долар США (USD),15.09.2014,100,1290.3103
Долар США (USD),16.09.2014,100,1298.817
Долар США (USD),17.09.2014,100,1308.2315
Долар США (USD),18.09.2014,100,1342.5024
Долар США (USD),19.09.2014,100,1343.4133
Долар США (USD),20.09.2014,100,1343.4133
Долар США (USD),21.09.2014,100,1343.4133
Долар США (USD),22.09.2014,100,1348.9709
Долар США (USD),23.09.2014,100,1352.6129
Долар США (USD),24.09.2014,100,1294.4226
Долар США (USD),25.09.2014,100,1295.0572
Долар США (USD),26.09.2014,100,1290.8793
Долар США (USD),27.09.2014,100,1290.8793
Долар США (USD),28.09.2014,100,1290.8793
Долар США (USD),29.09.2014,100,1290.8176
Долар США (USD),30.09.2014,100,1294.9185
Долар США (USD),01.10.2014,100,1295.5218
Долар США (USD),02.10.2014,100,1295.0006
Долар США (USD),03.10.2014,100,1294.0496
Долар США (USD),04.10.2014,100,1294.0496
Долар США (USD),05.10.2014,100,1294.0496
Долар США (USD),06.10.2014,100,1294.9049
Долар США (USD),07.10.2014,100,1296.6295
Долар США (USD),08.10.2014,100,1295.0205
Долар США (USD),09.10.2014,100,1293.0817
Долар США (USD),10.10.2014,100,1295.0023
Долар США (USD),11.10.2014,100,1295.0023
Долар США (USD),12.10.2014,100,1295.0023
Долар США (USD),13.10.2014,100,1295.2882
Долар США (USD),14.10.2014,100,1295.1459
Долар США (USD),15.10.2014,100,1295.2038
Долар США (USD),16.10.2014,100,1295.1445
Долар США (USD),17.10.2014,100,1295.122
Долар США (USD),18.10.2014,100,1295.122
Долар США (USD),19.10.2014,100,1295.122
Долар США (USD),20.10.2014,100,1295.1166
Долар США (USD),21.10.2014,100,1295.0582
Долар США (USD),22.10.2014,100,1295.0077
Долар США (USD),23.10.2014,100,1295.0488
Долар США (USD),24.10.2014,100,1295.0353
Долар США (USD),25.10.2014,100,1295.0353
Долар США (USD),26.10.2014,100,1295.0353
Долар США (USD),27.10.2014,100,1295.044
Долар США (USD),28.10.2014,100,1295.0945
Долар США (USD),29.10.2014,100,1295.2482
Долар США (USD),30.10.2014,100,1295.2788
Долар США (USD),31.10.2014,100,1295.0684
Долар США (USD),01.11.2014,100,1295.0684
Долар США (USD),02.11.2014,100,1295.0684
Долар США (USD),03.11.2014,100,1295.0746
Долар США (USD),04.11.2014,100,1295.3953
Долар США (USD),05.11.2014,100,1349.7012
Долар США (USD),06.11.2014,100,1395.5672
Долар США (USD),07.11.2014,100,1447.066
Долар США (USD),08.11.2014,100,1447.066
Долар США (USD),09.11.2014,100,1447.066
Долар США (USD),10.11.2014,100,1480.4225
Долар США (USD),11.11.2014,100,1577.1363
Долар США (USD),12.11.2014,100,1574.9624
Долар США (USD),13.11.2014,100,1556
Долар США (USD),14.11.2014,100,1541.2417
Долар США (USD),15.11.2014,100,1541.2417
Долар США (USD),16.11.2014,100,1541.2417
Долар США (USD),17.11.2014,100,1533.5614
Долар США (USD),18.11.2014,100,1526.018
Долар США (USD),19.11.2014,100,1520.011
Долар США (USD),20.11.2014,100,1514.6067
Долар США (USD),21.11.2014,100,1509.624
Долар США (USD),22.11.2014,100,1509.624
Долар США (USD),23.11.2014,100,1509.624
Долар США (USD),24.11.2014,100,1506.0794
Долар США (USD),25.11.2014,100,1500.7932
Долар США (USD),26.11.2014,100,1497.3062
Долар США (USD),27.11.2014,100,1496.6885
Долар США (USD),28.11.2014,100,1496.9269
Долар США (USD),29.11.2014,100,1496.9269
Долар США (USD),30.11.2014,100,1496.9269
Долар США (USD),01.12.2014,100,1505.6413
Долар США (USD),02.12.2014,100,1510.6043
Долар США (USD),03.12.2014,100,1518.5623
Долар США (USD),04.12.2014,100,1529.6657
Долар США (USD),05.12.2014,100,1541.5499
Долар США (USD),06.12.2014,100,1541.5499
Долар США (USD),07.12.2014,100,1541.5499
Долар США (USD),08.12.2014,100,1552.571
Долар США (USD),09.12.2014,100,1557.7517
Долар США (USD),10.12.2014,100,1564.6999
Долар США (USD),11.12.2014,100,1567.2305
Долар США (USD),12.12.2014,100,1571.0701
Долар США (USD),13.12.2014,100,1571.0701
Долар США (USD),14.12.2014,100,1571.0701
Долар США (USD),15.12.2014,100,1576.0382
Долар США (USD),16.12.2014,100,1577.3905
Долар США (USD),17.12.2014,100,1577.8907
Долар США (USD),18.12.2014,100,1576.8497
Долар США (USD),19.12.2014,100,1576.937
Долар США (USD),20.12.2014,100,1576.937
Долар США (USD),21.12.2014,100,1576.937
Долар США (USD),22.12.2014,100,1585.4396
Долар США (USD),23.12.2014,100,1566.1713
Долар США (USD),24.12.2014,100,1577.0241
Долар США (USD),25.12.2014,100,1577.087
Долар США (USD),26.12.2014,100,1576.8865
Долар США (USD),27.12.2014,100,1576.8865
Долар США (USD),28.12.2014,100,1576.8865
Долар США (USD),29.12.2014,100,1576.8556
Долар США (USD),30.12.2014,100,1576.8556
Долар США (USD),31.12.2014,100,1576.8556
Долар США (USD),01.01.2015,100,1576.8556
Долар США (USD),02.01.2015,100,1576.8556
Долар США (USD),03.01.2015,100,1576.8556
Долар США (USD),04.01.2015,100,1576.8556
Долар США (USD),05.01.2015,100,1576.8556
Долар США (USD),06.01.2015,100,1577.9566
Долар США (USD),07.01.2015,100,1577.9566
Долар США (USD),08.01.2015,100,1575.5631
Долар США (USD),09.01.2015,100,1574.9587
Долар США (USD),10.01.2015,100,1574.9587
Долар США (USD),11.01.2015,100,1574.9587
Долар США (USD),12.01.2015,100,1575.7965
Долар США (USD),13.01.2015,100,1576.7906
Долар США (USD),14.01.2015,100,1577.124
Долар США (USD),15.01.2015,100,1577.6095
Долар США (USD),16.01.2015,100,1579.7967
Долар США (USD),17.01.2015,100,1587.643
Долар США (USD),18.01.2015,100,1587.643
Долар США (USD),19.01.2015,100,1580.7737
Долар США (USD),20.01.2015,100,1577.2208
Долар США (USD),21.01.2015,100,1578.4755
Долар США (USD),22.01.2015,100,1576.7642
Долар США (USD),23.01.2015,100,1579.205
Долар США (USD),24.01.2015,100,1579.205
Долар США (USD),25.01.2015,100,1579.205
Долар США (USD),26.01.2015,100,1581.0005
Долар США (USD),27.01.2015,100,1589.9591
Долар США (USD),28.01.2015,100,1586.9445
Долар США (USD),29.01.2015,100,1595.4336
Долар США (USD),30.01.2015,100,1615.7817
Долар США (USD),31.01.2015,100,1615.7817
Долар США (USD),01.02.2015,100,1615.7817
Долар США (USD),02.02.2015,100,1614.6996
Долар США (USD),03.02.2015,100,1624.1449
Долар США (USD),04.02.2015,100,1672.8929
Долар США (USD),05.02.2015,100,1799.9763
Долар США (USD),06.02.2015,100,2313.058
Долар США (USD),07.02.2015,100,2313.058
Долар США (USD),08.02.2015,100,2313.058
Долар США (USD),09.02.2015,100,2495.6198
Долар США (USD),10.02.2015,100,2484.0495
Долар США (USD),11.02.2015,100,2555.8067
Долар США (USD),12.02.2015,100,2509.9142
Долар США (USD),13.02.2015,100,2591.8523
Долар США (USD),14.02.2015,100,2591.8523
Долар США (USD),15.02.2015,100,2591.8523
Долар США (USD),16.02.2015,100,2604.9893
Долар США (USD),17.02.2015,100,2635.8713
Долар США (USD),18.02.2015,100,2679.9674
Долар США (USD),19.02.2015,100,2735.7992
Долар США (USD),20.02.2015,100,2785.8494
Долар США (USD),21.02.2015,100,2785.8494
Долар США (USD),22.02.2015,100,2785.8494
Долар США (USD),23.02.2015,100,2834.8066
Долар США (USD),24.02.2015,100,2829.1218
Долар США (USD),25.02.2015,100,2804.6032
Долар США (USD),26.02.2015,100,3001.0175
Долар США (USD),27.02.2015,100,2776.312
Долар США (USD),28.02.2015,100,2776.312
Долар США (USD),01.03.2015,100,2776.312
Долар США (USD),02.03.2015,100,2685.8114
Долар США (USD),03.03.2015,100,2482.0658
Долар США (USD),04.03.2015,100,2377.1263
Долар США (USD),05.03.2015,100,2309.0564
Долар США (USD),06.03.2015,100,2289.7045
Долар США (USD),07.03.2015,100,2289.7045
Долар США (USD),08.03.2015,100,2289.7045
Долар США (USD),09.03.2015,100,2289.7045
Долар США (USD),10.03.2015,100,2173.571
Долар США (USD),11.03.2015,100,2155.2936
Долар США (USD),12.03.2015,100,2155.3929
Долар США (USD),13.03.2015,100,2161.6059
Долар США (USD),14.03.2015,100,2161.6059
Долар США (USD),15.03.2015,100,2161.6059
Долар США (USD),16.03.2015,100,2177.0381
Долар США (USD),17.03.2015,100,2224.6866
Долар США (USD),18.03.2015,100,2329.6787
Долар США (USD),19.03.2015,100,2339.4039
Долар США (USD),20.03.2015,100,2319.0613
Долар США (USD),21.03.2015,100,2319.0613
Долар США (USD),22.03.2015,100,2319.0613
Долар США (USD),23.03.2015,100,2314.9873
Долар США (USD),24.03.2015,100,2328.7844
Долар США (USD),25.03.2015,100,2355.7021
Долар США (USD),26.03.2015,100,2350.0799
Долар США (USD),27.03.2015,100,2351.3024
Долар США (USD),28.03.2015,100,2351.3024
Долар США (USD),29.03.2015,100,2351.3024
Долар США (USD),30.03.2015,100,2344.2625
Долар США (USD),31.03.2015,100,2344.2625
Долар США (USD),01.04.2015,100,2345.1383
Долар США (USD),02.04.2015,100,2348.1944
Долар США (USD),03.04.2015,100,2350.9492
Долар США (USD),04.04.2015,100,2350.9492
Долар США (USD),05.04.2015,100,2350.9492
Долар США (USD),06.04.2015,100,2330.4799
Долар США (USD),07.04.2015,100,2344.7515
Долар США (USD),08.04.2015,100,2350.6033
Долар США (USD),09.04.2015,100,2351.0335
Долар США (USD),10.04.2015,100,2343.5369
Долар США (USD),11.04.2015,100,2343.5369
Долар США (USD),12.04.2015,100,2343.5369
Долар США (USD),13.04.2015,100,2343.5369
Долар США (USD),14.04.2015,100,2288.2033
Долар США (USD),15.04.2015,100,2292.6551
Долар США (USD),16.04.2015,100,2178.3027
Долар США (USD),17.04.2015,100,2144.5856
Долар США (USD),18.04.2015,100,2144.5856
Долар США (USD),19.04.2015,100,2144.5856
Долар США (USD),20.04.2015,100,2105.7654
Долар США (USD),21.04.2015,100,2225.4387
Долар США (USD),22.04.2015,100,2227.6179
Долар США (USD),23.04.2015,100,2254.2193
Долар США (USD),24.04.2015,100,2253.1063
Долар США (USD),25.04.2015,100,2253.1063
Долар США (USD),26.04.2015,100,2253.1063
Долар США (USD),27.04.2015,100,2245.163
Долар США (USD),28.04.2015,100,2289.8565
Долар США (USD),29.04.2015,100,2226.2406
Долар США (USD),30.04.2015,100,2104.6832
Долар США (USD),01.05.2015,100,2104.6832
Долар США (USD),02.05.2015,100,2104.6832
Долар США (USD),03.05.2015,100,2104.6832
Долар США (USD),04.05.2015,100,2104.6832
Долар США (USD),05.05.2015,100,2113.2395
Долар США (USD),06.05.2015,100,2113.3059
Долар США (USD),07.05.2015,100,2102.5503
Долар США (USD),08.05.2015,100,2072.246
Долар США (USD),09.05.2015,100,2072.246
Долар США (USD),10.05.2015,100,2072.246
Долар США (USD),11.05.2015,100,2072.246
Долар США (USD),12.05.2015,100,2058.9862
Долар США (USD),13.05.2015,100,2063.756
Долар США (USD),14.05.2015,100,2057.0787
Долар США (USD),15.05.2015,100,2056.9333
Долар США (USD),16.05.2015,100,2056.9333
Долар США (USD),17.05.2015,100,2056.9333
Долар США (USD),18.05.2015,100,2069.8242
Долар США (USD),19.05.2015,100,2211.8662
Долар США (USD),20.05.2015,100,2125.258
Долар США (USD),21.05.2015,100,2081.2662
Долар США (USD),22.05.2015,100,2067.8827
Долар США (USD),23.05.2015,100,2067.8827
Долар США (USD),24.05.2015,100,2067.8827
Долар США (USD),25.05.2015,100,2083.6853
Долар США (USD),26.05.2015,100,2113.3675
Долар США (USD),27.05.2015,100,2142.3472
Долар США (USD),28.05.2015,100,2104.1285
Долар США (USD),29.05.2015,100,2104.8227
Долар США (USD),30.05.2015,100,2104.8227
Долар США (USD),31.05.2015,100,2104.8227
Долар США (USD),01.06.2015,100,2104.8227
Долар США (USD),02.06.2015,100,2108.4888
Долар США (USD),03.06.2015,100,2107.0818
Долар США (USD),04.06.2015,100,2100.5961
Долар США (USD),05.06.2015,100,2101.3713
Долар США (USD),06.06.2015,100,2101.3713
Долар США (USD),07.06.2015,100,2101.3713
Долар США (USD),08.06.2015,100,2102.5806
Долар США (USD),09.06.2015,100,2110.2444
Долар США (USD),10.06.2015,100,2116.9299
Долар США (USD),11.06.2015,100,2115.333
Долар США (USD),12.06.2015,100,2102.7495
Долар США (USD),13.06.2015,100,2102.7495
Долар США (USD),14.06.2015,100,2102.7495
Долар США (USD),15.06.2015,100,2105.8829
Долар США (USD),16.06.2015,100,2144.881
Долар США (USD),17.06.2015,100,2214.7739
Долар США (USD),18.06.2015,100,2165.0235
Долар США (USD),19.06.2015,100,2132.9154
Долар США (USD),20.06.2015,100,2132.9154
Долар США (USD),21.06.2015,100,2132.9154
Долар США (USD),22.06.2015,100,2163.5428
Долар США (USD),23.06.2015,100,2176.87
Долар США (USD),24.06.2015,100,2152.572
Долар США (USD),25.06.2015,100,2117.802
Долар США (USD),26.06.2015,100,2119.6069
Долар США (USD),27.06.2015,100,2119.6069
Долар США (USD),28.06.2015,100,2119.6069
Долар США (USD),29.06.2015,100,2119.6069
Долар США (USD),30.06.2015,100,2101.5358
Долар США (USD),01.07.2015,100,2100.5219
Долар США (USD),02.07.2015,100,2100.6373
Долар США (USD),03.07.2015,100,2101.1609
Долар США (USD),04.07.2015,100,2101.1609
Долар США (USD),05.07.2015,100,2101.1609
Долар США (USD),06.07.2015,100,2101.8248
Долар США (USD),07.07.2015,100,2126.5897
Долар США (USD),08.07.2015,100,2170.0382
Долар США (USD),09.07.2015,100,2197.1761
Долар США (USD),10.07.2015,100,2184.8173
Долар США (USD),11.07.2015,100,2184.8173
Долар США (USD),12.07.2015,100,2184.8173
Долар США (USD),13.07.2015,100,2191.6483
Долар США (USD),14.07.2015,100,2196.3753
Долар США (USD),15.07.2015,100,2199.5345
Долар США (USD),16.07.2015,100,2210.7282
Долар США (USD),17.07.2015,100,2198.6687
Долар США (USD),18.07.2015,100,2198.6687
Долар США (USD),19.07.2015,100,2198.6687
Долар США (USD),20.07.2015,100,2201.4924
Долар США (USD),21.07.2015,100,2203.2134
Долар США (USD),22.07.2015,100,2202.1461
Долар США (USD),23.07.2015,100,2201.2094
Долар США (USD),24.07.2015,100,2201.5695
Долар США (USD),25.07.2015,100,2201.5695
Долар США (USD),26.07.2015,100,2201.5695
Долар США (USD),27.07.2015,100,2207.352
Долар США (USD),28.07.2015,100,2206.2278
Долар США (USD),29.07.2015,100,2203.9591
Долар США (USD),30.07.2015,100,2207.3558
Долар США (USD),31.07.2015,100,2161.1775
Долар США (USD),01.08.2015,100,2161.1775
Долар США (USD),02.08.2015,100,2161.1775
Долар США (USD),03.08.2015,100,2112.6666
Долар США (USD),04.08.2015,100,2171.7484
Долар США (USD),05.08.2015,100,2171.4134
Долар США (USD),06.08.2015,100,2156.5865
Долар США (USD),07.08.2015,100,2148.4096
Долар США (USD),08.08.2015,100,2148.4096
Долар США (USD),09.08.2015,100,2148.4096
Долар США (USD),10.08.2015,100,2108.9882
Долар США (USD),11.08.2015,100,2126.2951
Долар США (USD),12.08.2015,100,2137.155
Долар США (USD),13.08.2015,100,2138.5392
Долар США (USD),14.08.2015,100,2139.6247
Долар США (USD),15.08.2015,100,2139.6247
Долар США (USD),16.08.2015,100,2139.6247
Долар США (USD),17.08.2015,100,2175.7665
Долар США (USD),18.08.2015,100,2201.8809
Долар США (USD),19.08.2015,100,2208.7367
Долар США (USD),20.08.2015,100,2206.6173
Долар США (USD),21.08.2015,100,2203.0769
Долар США (USD),22.08.2015,100,2203.0769
Долар США (USD),23.08.2015,100,2203.0769
Долар США (USD),24.08.2015,100,2203.0769
Долар США (USD),25.08.2015,100,2209.5544
Долар США (USD),26.08.2015,100,2262.3411
Долар США (USD),27.08.2015,100,2142.5702
Долар США (USD),28.08.2015,100,2131.7065
Долар США (USD),29.08.2015,100,2131.7065
Долар США (USD),30.08.2015,100,2131.7065
Долар США (USD),31.08.2015,100,2118.5441
Долар США (USD),01.09.2015,100,2180.5419
Долар США (USD),02.09.2015,100,2179.8518
Долар США (USD),03.09.2015,100,2198.8664
Долар США (USD),04.09.2015,100,2201.5573
Долар США (USD),05.09.2015,100,2201.5573
Долар США (USD),06.09.2015,100,2201.5573
Долар США (USD),07.09.2015,100,2194.2791
Долар США (USD),08.09.2015,100,2211.7574
Долар США (USD),09.09.2015,100,2241.6926
Долар США (USD),10.09.2015,100,2196.8932
Долар США (USD),11.09.2015,100,2173.9039
Долар США (USD),12.09.2015,100,2173.9039
Долар США (USD),13.09.2015,100,2173.9039
Долар США (USD),14.09.2015,100,2169.8655
Долар США (USD),15.09.2015,100,2195.2695
Долар США (USD),16.09.2015,100,2199.8165
Долар США (USD),17.09.2015,100,2182.2599
Долар США (USD),18.09.2015,100,2159.8093
Долар США (USD),19.09.2015,100,2159.8093
Долар США (USD),20.09.2015,100,2159.8093
Долар США (USD),21.09.2015,100,2163.9391
Долар США (USD),22.09.2015,100,2185.5146
Долар США (USD),23.09.2015,100,2173.8564
Долар США (USD),24.09.2015,100,2157.5129
Долар США (USD),25.09.2015,100,2146.4469
Долар США (USD),26.09.2015,100,2146.4469
Долар США (USD),27.09.2015,100,2146.4469
Долар США (USD),28.09.2015,100,2161.5991
Долар США (USD),29.09.2015,100,2158.8351
Долар США (USD),30.09.2015,100,2152.7544
Долар США (USD),01.10.2015,100,2129.5636
Долар США (USD),02.10.2015,100,2115.3307
Долар США (USD),03.10.2015,100,2115.3307
Долар США (USD),04.10.2015,100,2115.3307
Долар США (USD),05.10.2015,100,2114.7443
Долар США (USD),06.10.2015,100,2121.564
Долар США (USD),07.10.2015,100,2126.4049
Долар США (USD),08.10.2015,100,2127.0167
Долар США (USD),09.10.2015,100,2129.9291
Долар США (USD),10.10.2015,100,2129.9291
Долар США (USD),11.10.2015,100,2129.9291
Долар США (USD),12.10.2015,100,2149.6208
Долар США (USD),13.10.2015,100,2181.7734
Долар США (USD),14.10.2015,100,2181.7734
Долар США (USD),15.10.2015,100,2193.2784
Долар США (USD),16.10.2015,100,2169.0618
Долар США (USD),17.10.2015,100,2169.0618
Долар США (USD),18.10.2015,100,2169.0618
Долар США (USD),19.10.2015,100,2129.7699
Долар США (USD),20.10.2015,100,2161.7536
Долар США (USD),21.10.2015,100,2198.8927
Долар США (USD),22.10.2015,100,2260.9278
Долар США (USD),23.10.2015,100,2228.0585
Долар США (USD),24.10.2015,100,2228.0585
Долар США (USD),25.10.2015,100,2228.0585
Долар США (USD),26.10.2015,100,2257.4677
Долар США (USD),27.10.2015,100,2290.5896
Долар США (USD),28.10.2015,100,2286.3258
Долар США (USD),29.10.2015,100,2288.6491
Долар США (USD),30.10.2015,100,2290.3985
Долар США (USD),02.11.2015,100,2299.3727
Долар США (USD),03.11.2015,100,2301.5217
Долар США (USD),04.11.2015,100,2301.941
Долар США (USD),05.11.2015,100,2308.1425
Долар США (USD),06.11.2015,100,2292.5534
Долар США (USD),07.11.2015,100,2292.5534
Долар США (USD),08.11.2015,100,2292.5534
Долар США (USD),09.11.2015,100,2264.8966
Долар США (USD),10.11.2015,100,2275.4934
Долар США (USD),11.11.2015,100,2276.1335
Долар США (USD),12.11.2015,100,2275.6907
Долар США (USD),13.11.2015,100,2291.723
Долар США (USD),14.11.2015,100,2291.723
Долар США (USD),15.11.2015,100,2291.723
Долар США (USD),16.11.2015,100,2305.9785
Долар США (USD),17.11.2015,100,2320.7025
Долар США (USD),18.11.2015,100,2377.1078
Долар США (USD),19.11.2015,100,2391.3585
Долар США (USD),20.11.2015,100,2383.9146
Долар США (USD),21.11.2015,100,2383.9146
Долар США (USD),22.11.2015,100,2383.9146
Долар США (USD),23.11.2015,100,2398.4576
Долар США (USD),24.11.2015,100,2406.3619
Долар США (USD),25.11.2015,100,2394.9241
Долар США (USD),26.11.2015,100,2377.1646
Долар США (USD),27.11.2015,100,2359.7302
Долар США (USD),28.11.2015,100,2359.7302
Долар США (USD),29.11.2015,100,2359.7302
Долар США (USD),30.11.2015,100,2388.4656
Долар США (USD),01.12.2015,100,2394.8086
Долар США (USD),02.12.2015,100,2384.1563
Долар США (USD),03.12.2015,100,2364.77
Долар США (USD),04.12.2015,100,2308.8807
Долар США (USD),05.12.2015,100,2308.8807
Долар США (USD),06.12.2015,100,2308.8807
Долар США (USD),07.12.2015,100,2364.8624
Долар США (USD),08.12.2015,100,2345.0698
Долар США (USD),09.12.2015,100,2291.3187
Долар США (USD),10.12.2015,100,2289.4918
Долар США (USD),11.12.2015,100,2336.8319
Долар США (USD),12.12.2015,100,2336.8319
Долар США (USD),13.12.2015,100,2336.8319
Долар США (USD),14.12.2015,100,2386.0094
Долар США (USD),15.12.2015,100,2381.162
Долар США (USD),16.12.2015,100,2345.1305
Долар США (USD),17.12.2015,100,2351.9276
Долар США (USD),18.12.2015,100,2348.7675
Долар США (USD),19.12.2015,100,2348.7675
Долар США (USD),20.12.2015,100,2348.7675
Долар США (USD),21.12.2015,100,2354.6414
Долар США (USD),22.12.2015,100,2351.8152
Долар США (USD),23.12.2015,100,2314.6841
Долар США (USD),24.12.2015,100,2299.7289
Долар США (USD),25.12.2015,100,2296.4482
Долар США (USD),26.12.2015,100,2296.4482
Долар США (USD),27.12.2015,100,2296.4482
Долар США (USD),28.12.2015,100,2313.7486
Долар США (USD),29.12.2015,100,2380.7482
Долар США (USD),30.12.2015,100,2379.0721
Долар США (USD),31.12.2015,100,2400.0667
Долар США (USD),01.01.2016,100,2400.0667
Долар США (USD),02.01.2016,100,2400.0667
Долар США (USD),03.01.2016,100,2400.0667
Долар США (USD),04.01.2016,100,2400.0667
Долар США (USD),05.01.2016,100,2400.0667
Долар США (USD),06.01.2016,100,2378.3691
Долар США (USD),07.01.2016,100,2378.3691
Долар США (USD),08.01.2016,100,2378.3691
Долар США (USD),09.01.2016,100,2378.3691
Долар США (USD),10.01.2016,100,2378.3691
Долар США (USD),11.01.2016,100,2350.2697
Долар США (USD),12.01.2016,100,2350.4365
Долар США (USD),13.01.2016,100,2326.6758
Долар США (USD),14.01.2016,100,2364.196
Долар США (USD),15.01.2016,100,2395.0773
Долар США (USD),16.01.2016,100,2418.7399
Долар США (USD),17.01.2016,100,2418.7399
Долар США (USD),18.01.2016,100,2438.2961
Долар США (USD),19.01.2016,100,2463.7118
Долар США (USD),20.01.2016,100,2484.4282
Долар США (USD),21.01.2016,100,2466.1043
Долар США (USD),22.01.2016,100,2452.1735
Долар США (USD),23.01.2016,100,2452.1735
Долар США (USD),24.01.2016,100,2452.1735
Долар США (USD),25.01.2016,100,2479.2164
Долар США (USD),26.01.2016,100,2482.9818
Долар США (USD),27.01.2016,100,2484.8956
Долар США (USD),28.01.2016,100,2487.0474
Долар США (USD),29.01.2016,100,2515.1769
Долар США (USD),30.01.2016,100,2515.1769
Долар США (USD),31.01.2016,100,2515.1769
Долар США (USD),01.02.2016,100,2555.5029
Долар США (USD),02.02.2016,100,2544.8377
Долар США (USD),03.02.2016,100,2587.2756
Долар США (USD),04.02.2016,100,2569.8375
Долар США (USD),05.02.2016,100,2589.2673
Долар США (USD),06.02.2016,100,2589.2673
Долар США (USD),07.02.2016,100,2589.2673
Долар США (USD),08.02.2016,100,2591.2994
Долар США (USD),09.02.2016,100,2587.7397
Долар США (USD),10.02.2016,100,2594.4535
Долар США (USD),11.02.2016,100,2594.118
Долар США (USD),12.02.2016,100,2608.3668
Долар США (USD),13.02.2016,100,2608.3668
Долар США (USD),14.02.2016,100,2608.3668
Долар США (USD),15.02.2016,100,2614.743
Долар США (USD),16.02.2016,100,2681.808
Долар США (USD),17.02.2016,100,2701.9798
Долар США (USD),18.02.2016,100,2672.3709
Долар США (USD),19.02.2016,100,2646.2253
Долар США (USD),20.02.2016,100,2646.2253
Долар США (USD),21.02.2016,100,2646.2253
Долар США (USD),22.02.2016,100,2685.5762
Долар США (USD),23.02.2016,100,2701.4507
