name,date,amount,rate_100
Долар США (USD),01.09.2012,100,799.3
Долар США (USD),02.09.2012,100,799.3
Долар США (USD),03.09.2012,100,799.3
Долар США (USD),04.09.2012,100,799.3
Долар США (USD),05.09.2012,100,799.3
Долар США (USD),06.09.2012,100,799.3
Долар США (USD),07.09.2012,100,799.3
Долар США (USD),08.09.2012,100,799.3
Долар США (USD),09.09.2012,100,799.3
Долар США (USD),10.09.2012,100,799.3
Долар США (USD),11.09.2012,100,799.3
Долар США (USD),12.09.2012,100,799.3
Долар США (USD),13.09.2012,100,799.3
Долар США (USD),14.09.2012,100,799.3
Долар США (USD),15.09.2012,100,799.3
Долар США (USD),16.09.2012,100,799.3
Долар США (USD),17.09.2012,100,799.3
Долар США (USD),18.09.2012,100,799.3
Долар США (USD),19.09.2012,100,799.3
Долар США (USD),20.09.2012,100,799.3
Долар США (USD),21.09.2012,100,799.3
Долар США (USD),22.09.2012,100,799.3
Долар США (USD),23.09.2012,100,799.3
Долар США (USD),24.09.2012,100,799.3
Долар США (USD),25.09.2012,100,799.3
Долар США (USD),26.09.2012,100,799.3
Долар США (USD),27.09.2012,100,799.3
Долар США (USD),28.09.2012,100,799.3
Долар США (USD),29.09.2012,100,799.3
Долар США (USD),30.09.2012,100,799.3
Долар США (USD),01.10.2012,100,799.3
Долар США (USD),02.10.2012,100,799.3
Долар США (USD),03.10.2012,100,799.3
Долар США (USD),04.10.2012,100,799.3
Долар США (USD),05.10.2012,100,799.3
Долар США (USD),06.10.2012,100,799.3
Долар США (USD),07.10.2012,100,799.3
Долар США (USD),08.10.2012,100,799.3
Долар США (USD),09.10.2012,100,799.3
Долар США (USD),10.10.2012,100,799.3
Долар США (USD),11.10.2012,100,799.3
Долар США (USD),12.10.2012,100,799.3
Долар США (USD),13.10.2012,100,799.3
Долар США (USD),14.10.2012,100,799.3
Долар США (USD),15.10.2012,100,799.3
Долар США (USD),16.10.2012,100,799.3
Долар США (USD),17.10.2012,100,799.3
Долар США (USD),18.10.2012,100,799.3
Долар США (USD),19.10.2012,100,799.3
Долар США (USD),20.10.2012,100,799.3
Долар США (USD),21.10.2012,100,799.3
Долар США (USD),22.10.2012,100,799.3
Долар США (USD),23.10.2012,100,799.3
Долар США (USD),24.10.2012,100,799.3
Долар США (USD),25.10.2012,100,799.3
Долар США (USD),26.10.2012,100,799.3
Долар США (USD),27.10.2012,100,799.3
Долар США (USD),28.10.2012,100,799.3
Долар США (USD),29.10.2012,100,799.3
Долар США (USD),30.10.2012,100,799.3
Долар США (USD),31.10.2012,100,799.3
Долар США (USD),01.11.2012,100,799.3
Долар США (USD),02.11.2012,100,799.3
Долар США (USD),03.11.2012,100,799.3
Долар США (USD),04.11.2012,100,799.3
Долар США (USD),05.11.2012,100,799.3
Долар США (USD),06.11.2012,100,799.3
Долар США (USD),07.11.2012,100,799.3
Долар США (USD),08.11.2012,100,799.3
Долар США (USD),09.11.2012,100,799.3
Долар США (USD),10.11.2012,100,799.3
Долар США (USD),11.11.2012,100,799.3
Долар США (USD),12.11.2012,100,799.3
Долар США (USD),13.11.2012,100,799.3
Долар США (USD),14.11.2012,100,799.3
Долар США (USD),15.11.2012,100,799.3
Долар США (USD),16.11.2012,100,799.3
Долар США (USD),17.11.2012,100,799.3
Долар США (USD),18.11.2012,100,799.3
Долар США (USD),19.11.2012,100,799.3
Долар США (USD),20.11.2012,100,799.3
Долар США (USD),21.11.2012,100,799.3
Долар США (USD),22.11.2012,100,799.3
Долар США (USD),23.11.2012,100,799.3
Долар США (USD),24.11.2012,100,799.3
Долар США (USD),25.11.2012,100,799.3
Долар США (USD),26.11.2012,100,799.3
Долар США (USD),27.11.2012,100,799.3
Долар США (USD),28.11.2012,100,799.3
Долар США (USD),29.11.2012,100,799.3
Долар США (USD),30.11.2012,100,799.3
Долар США (USD),01.12.2012,100,799.3
Долар США (USD),02.12.2012,100,799.3
Долар США (USD),03.12.2012,100,799.3
Долар США (USD),04.12.2012,100,799.3
Долар США (USD),05.12.2012,100,799.3
Долар США (USD),06.12.2012,100,799.3
Долар США (USD),07.12.2012,100,799.3
Долар США (USD),08.12.2012,100,799.3
Долар США (USD),09.12.2012,100,799.3
Долар США (USD),10.12.2012,100,799.3
Долар США (USD),11.12.2012,100,799.3
Долар США (USD),12.12.2012,100,799.3
Долар США (USD),13.12.2012,100,799.3
Долар США (USD),14.12.2012,100,799.3
Долар США (USD),15.12.2012,100,799.3
Долар США (USD),16.12.2012,100,799.3
Долар США (USD),17.12.2012,100,799.3
Долар США (USD),18.12.2012,100,799.3
Долар США (USD),19.12.2012,100,799.3
Долар США (USD),20.12.2012,100,799.3
Долар США (USD),21.12.2012,100,799.3
Долар США (USD),22.12.2012,100,799.3
Долар США (USD),23.12.2012,100,799.3
Долар США (USD),24.12.2012,100,799.3
Долар США (USD),25.12.2012,100,799.3
Долар США (USD),26.12.2012,100,799.3
Долар США (USD),27.12.2012,100,799.3
Долар США (USD),28.12.2012,100,799.3
Долар США (USD),29.12.2012,100,799.3
Долар США (USD),30.12.2012,100,799.3
Долар США (USD),31.12.2012,100,799.3
Долар США (USD),01.01.2013,100,799.3
Долар США (USD),02.01.2013,100,799.3
Долар США (USD),03.01.2013,100,799.3
Долар США (USD),04.01.2013,100,799.3
Долар США (USD),05.01.2013,100,799.3
Долар США (USD),06.01.2013,100,799.3
Долар США (USD),07.01.2013,100,799.3
Долар США (USD),08.01.2013,100,799.3
Долар США (USD),09.01.2013,100,799.3
Долар США (USD),10.01.2013,100,799.3
Долар США (USD),11.01.2013,100,799.3
Долар США (USD),12.01.2013,100,799.3
Долар США (USD),13.01.2013,100,799.3
Долар США (USD),14.01.2013,100,799.3
Долар США (USD),15.01.2013,100,799.3
Долар США (USD),16.01.2013,100,799.3
Долар США (USD),17.01.2013,100,799.3
Долар США (USD),18.01.2013,100,799.3
Долар США (USD),19.01.2013,100,799.3
Долар США (USD),20.01.2013,100,799.3
Долар США (USD),21.01.2013,100,799.3
Долар США (USD),22.01.2013,100,799.3
Долар США (USD),23.01.2013,100,799.3
Долар США (USD),24.01.2013,100,799.3
Долар США (USD),25.01.2013,100,799.3
Долар США (USD),26.01.2013,100,799.3
Долар США (USD),27.01.2013,100,799.3
Долар США (USD),28.01.2013,100,799.3
Долар США (USD),29.01.2013,100,799.3
Долар США (USD),30.01.2013,100,799.3
Долар США (USD),31.01.2013,100,799.3
Долар США (USD),01.02.2013,100,799.3
Долар США (USD),02.02.2013,100,799.3
Долар США (USD),03.02.2013,100,799.3
Долар США (USD),04.02.2013,100,799.3
Долар США (USD),05.02.2013,100,799.3
Долар США (USD),06.02.2013,100,799.3
Долар США (USD),07.02.2013,100,799.3
Долар США (USD),08.02.2013,100,799.3
Долар США (USD),09.02.2013,100,799.3
Долар США (USD),10.02.2013,100,799.3
Долар США (USD),11.02.2013,100,799.3
Долар США (USD),12.02.2013,100,799.3
Долар США (USD),13.02.2013,100,799.3
Долар США (USD),14.02.2013,100,799.3
Долар США (USD),15.02.2013,100,799.3
Долар США (USD),16.02.2013,100,799.3
Долар США (USD),17.02.2013,100,799.3
Долар США (USD),18.02.2013,100,799.3
Долар США (USD),19.02.2013,100,799.3
Долар США (USD),20.02.2013,100,799.3
Долар США (USD),21.02.2013,100,799.3
Долар США (USD),22.02.2013,100,799.3
Долар США (USD),23.02.2013,100,799.3
Долар США (USD),24.02.2013,100,799.3
Долар США (USD),25.02.2013,100,799.3
Долар США (USD),26.02.2013,100,799.3
Долар США (USD),27.02.2013,100,799.3
Долар США (USD),28.02.2013,100,799.3
Долар США (USD),01.03.2013,100,799.3
Долар США (USD),02.03.2013,100,799.3
Долар США (USD),03.03.2013,100,799.3
Долар США (USD),04.03.2013,100,799.3
Долар США (USD),05.03.2013,100,799.3
Долар США (USD),06.03.2013,100,799.3
Долар США (USD),07.03.2013,100,799.3
Долар США (USD),08.03.2013,100,799.3
Долар США (USD),09.03.2013,100,799.3
Долар США (USD),10.03.2013,100,799.3
Долар США (USD),11.03.2013,100,799.3
Долар США (USD),12.03.2013,100,799.3
Долар США (USD),13.03.2013,100,799.3
Долар США (USD),14.03.2013,100,799.3
Долар США (USD),15.03.2013,100,799.3
Долар США (USD),16.03.2013,100,799.3
Долар США (USD),17.03.2013,100,799.3
Долар США (USD),18.03.2013,100,799.3
Долар США (USD),19.03.2013,100,799.3
Долар США (USD),20.03.2013,100,799.3
Долар США (USD),21.03.2013,100,799.3
Долар США (USD),22.03.2013,100,799.3
Долар США (USD),23.03.2013,100,799.3
Долар США (USD),24.03.2013,100,799.3
Долар США (USD),25.03.2013,100,799.3
Долар США (USD),26.03.2013,100,799.3
Долар США (USD),27.03.2013,100,799.3
Долар США (USD),28.03.2013,100,799.3
Долар США (USD),29.03.2013,100,799.3
Долар США (USD),30.03.2013,100,799.3
Долар США (USD),31.03.2013,100,799.3
Долар США (USD),01.04.2013,100,799.3
Долар США (USD),02.04.2013,100,799.3
Долар США (USD),03.04.2013,100,799.3
Долар США (USD),04.04.2013,100,799.3
Долар США (USD),05.04.2013,100,799.3
Долар США (USD),06.04.2013,100,799.3
Долар США (USD),07.04.2013,100,799.3
Долар США (USD),08.04.2013,100,799.3
Долар США (USD),09.04.2013,100,799.3
Долар США (USD),10.04.2013,100,799.3
Долар США (USD),11.04.2013,100,799.3
Долар США (USD),12.04.2013,100,799.3
Долар США (USD),13.04.2013,100,799.3
Долар США (USD),14.04.2013,100,799.3
Долар США (USD),15.04.2013,100,799.3
Долар США (USD),16.04.2013,100,799.3
Долар США (USD),17.04.2013,100,799.3
Долар США (USD),18.04.2013,100,799.3
Долар США (USD),19.04.2013,100,799.3
Долар США (USD),20.04.2013,100,799.3
Долар США (USD),21.04.2013,100,799.3
Долар США (USD),22.04.2013,100,799.3
Долар США (USD),23.04.2013,100,799.3
Долар США (USD),24.04.2013,100,799.3
Долар США (USD),25.04.2013,100,799.3
Долар США (USD),26.04.2013,100,799.3
Долар США (USD),27.04.2013,100,799.3
Долар США (USD),28.04.2013,100,799.3
Долар США (USD),29.04.2013,100,799.3
Долар США (USD),30.04.2013,100,799.3
Долар США (USD),01.05.2013,100,799.3
Долар США (USD),02.05.2013,100,799.3
Долар США (USD),03.05.2013,100,799.3
Долар США (USD),04.05.2013,100,799.3
Долар США (USD),05.05.2013,100,799.3
Долар США (USD),06.05.2013,100,799.3
Долар США (USD),07.05.2013,100,799.3
Долар США (USD),08.05.2013,100,799.3
Долар США (USD),09.05.2013,100,799.3
Долар США (USD),10.05.2013,100,799.3
Долар США (USD),11.05.2013,100,799.3
Долар США (USD),12.05.2013,100,799.3
Долар США (USD),13.05.2013,100,799.3
Долар США (USD),14.05.2013,100,799.3
Долар США (USD),15.05.2013,100,799.3
Долар США (USD),16.05.2013,100,799.3
Долар США (USD),17.05.2013,100,799.3
Долар США (USD),18.05.2013,100,799.3
Долар США (USD),19.05.2013,100,799.3
Долар США (USD),20.05.2013,100,799.3
Долар США (USD),21.05.2013,100,799.3
Долар США (USD),22.05.2013,100,799.3
Долар США (USD),23.05.2013,100,799.3
Долар США (USD),24.05.2013,100,799.3
Долар США (USD),25.05.2013,100,799.3
Долар США (USD),26.05.2013,100,799.3
Долар США (USD),27.05.2013,100,799.3
Долар США (USD),28.05.2013,100,799.3
Долар США (USD),29.05.2013,100,799.3
Долар США (USD),30.05.2013,100,799.3
Долар США (USD),31.05.2013,100,799.3
Долар США (USD),01.06.2013,100,799.3
Долар США (USD),02.06.2013,100,799.3
Долар США (USD),03.06.2013,100,799.3
Долар США (USD),04.06.2013,100,799.3
Долар США (USD),05.06.2013,100,799.3
Долар США (USD),06.06.2013,100,799.3
Долар США (USD),07.06.2013,100,799.3
Долар США (USD),08.06.2013,100,799.3
Долар США (USD),09.06.2013,100,799.3
Долар США (USD),10.06.2013,100,799.3
Долар США (USD),11.06.2013,100,799.3
Долар США (USD),12.06.2013,100,799.3
Долар США (USD),13.06.2013,100,799.3
Долар США (USD),14.06.2013,100,799.3
Долар США (USD),15.06.2013,100,799.3
Долар США (USD),16.06.2013,100,799.3
Долар США (USD),17.06.2013,100,799.3
Долар США (USD),18.06.2013,100,799.3
Долар США (USD),19.06.2013,100,799.3
Долар США (USD),20.06.2013,100,799.3
Долар США (USD),21.06.2013,100,799.3
Долар США (USD),22.06.2013,100,799.3
Долар США (USD),23.06.2013,100,799.3
Долар США (USD),24.06.2013,100,799.3
Долар США (USD),25.06.2013,100,799.3
Долар США (USD),26.06.2013,100,799.3
Долар США (USD),27.06.2013,100,799.3
Долар США (USD),28.06.2013,100,799.3
Долар США (USD),29.06.2013,100,799.3
Долар США (USD),30.06.2013,100,799.3
Долар США (USD),01.07.2013,100,799.3
Долар США (USD),02.07.2013,100,799.3
Долар США (USD),03.07.2013,100,799.3
Долар США (USD),04.07.2013,100,799.3
Долар США (USD),05.07.2013,100,799.3
Долар США (USD),06.07.2013,100,799.3
Долар США (USD),07.07.2013,100,799.3
Долар США (USD),08.07.2013,100,799.3
Долар США (USD),09.07.2013,100,799.3
Долар США (USD),10.07.2013,100,799.3
Долар США (USD),11.07.2013,100,799.3
Долар США (USD),12.07.2013,100,799.3
Долар США (USD),13.07.2013,100,799.3
Долар США (USD),14.07.2013,100,799.3
Долар США (USD),15.07.2013,100,799.3
Долар США (USD),16.07.2013,100,799.3
Долар США (USD),17.07.2013,100,799.3
Долар США (USD),18.07.2013,100,799.3
Долар США (USD),19.07.2013,100,799.3
Долар США (USD),20.07.2013,100,799.3
Долар США (USD),21.07.2013,100,799.3
Долар США (USD),22.07.2013,100,799.3
Долар США (USD),23.07.2013,100,799.3
Долар США (USD),24.07.2013,100,799.3
Долар США (USD),25.07.2013,100,799.3
Долар США (USD),26.07.2013,100,799.3
Долар США (USD),27.07.2013,100,799.3
Долар США (USD),28.07.2013,100,799.3
Долар США (USD),29.07.2013,100,799.3
Долар США (USD),30.07.2013,100,799.3
Долар США (USD),31.07.2013,100,799.3
Долар США (USD),01.08.2013,100,799.3
Долар США (USD),02.08.2013,100,799.3
Долар США (USD),03.08.2013,100,799.3
Долар США (USD),04.08.2013,100,799.3
Долар США (USD),05.08.2013,100,799.3
Долар США (USD),06.08.2013,100,799.3
Долар США (USD),07.08.2013,100,799.3
Долар США (USD),08.08.2013,100,799.3
Долар США (USD),09.08.2013,100,799.3
Долар США (USD),10.08.2013,100,799.3
Долар США (USD),11.08.2013,100,799.3
Долар США (USD),12.08.2013,100,799.3
Долар США (USD),13.08.2013,100,799.3
Долар США (USD),14.08.2013,100,799.3
Долар США (USD),15.08.2013,100,799.3
Долар США (USD),16.08.2013,100,799.3
Долар США (USD),17.08.2013,100,799.3
Долар США (USD),18.08.2013,100,799.3
Долар США (USD),19.08.2013,100,799.3
Долар США (USD),20.08.2013,100,799.3
Долар США (USD),21.08.2013,100,799.3
Долар США (USD),22.08.2013,100,799.3
Долар США (USD),23.08.2013,100,799.3
Долар США (USD),24.08.2013,100,799.3
Долар США (USD),25.08.2013,100,799.3
Долар США (USD),26.08.2013,100,799.3
Долар США (USD),27.08.2013,100,799.3
Долар США (USD),28.08.2013,100,799.3
Долар США (USD),29.08.2013,100,799.3
Долар США (USD),30.08.2013,100,799.3
Долар США (USD),31.08.2013,100,799.3
Долар США (USD),01.09.2013,100,799.3
Долар США (USD),02.09.2013,100,799.3
Долар США (USD),03.09.2013,100,799.3
Долар США (USD),04.09.2013,100,799.3
Долар США (USD),05.09.2013,100,799.3
Долар США (USD),06.09.2013,100,799.3
Долар США (USD),07.09.2013,100,799.3
Долар США (USD),08.09.2013,100,799.3
Долар США (USD),09.09.2013,100,799.3
Долар США (USD),10.09.2013,100,799.3
Долар США (USD),11.09.2013,100,799.3
Долар США (USD),12.09.2013,100,799.3
Долар США (USD),13.09.2013,100,799.3
Долар США (USD),14.09.2013,100,799.3
Долар США (USD),15.09.2013,100,799.3
Долар США (USD),16.09.2013,100,799.3
Долар США (USD),17.09.2013,100,799.3
Долар США (USD),18.09.2013,100,799.3
Долар США (USD),19.09.2013,100,799.3
Долар США (USD),20.09.2013,100,799.3
Долар США (USD),21.09.2013,100,799.3
Долар США (USD),22.09.2013,100,799.3
Долар США (USD),23.09.2013,100,799.3
Долар США (USD),24.09.2013,100,799.3
Долар США (USD),25.09.2013,100,799.3
Долар США (USD),26.09.2013,100,799.3
Долар США (USD),27.09.2013,100,799.3
Долар США (USD),28.09.2013,100,799.3
Долар США (USD),29.09.2013,100,799.3
Долар США (USD),30.09.2013,100,799.3
Долар США (USD),01.10.2013,100,799.3
Долар США (USD),02.10.2013,100,799.3
Долар США (USD),03.10.2013,100,799.3
Долар США (USD),04.10.2013,100,799.3
Долар США (USD),05.10.2013,100,799.3
Долар США (USD),06.10.2013,100,799.3
Долар США (USD),07.10.2013,100,799.3
Долар США (USD),08.10.2013,100,799.3
Долар США (USD),09.10.2013,100,799.3
Долар США (USD),10.10.2013,100,799.3
Долар США (USD),11.10.2013,100,799.3
Долар США (USD),12.10.2013,100,799.3
Долар США (USD),13.10.2013,100,799.3
Долар США (USD),14.10.2013,100,799.3
Долар США (USD),15.10.2013,100,799.3
Долар США (USD),16.10.2013,100,799.3
Долар США (USD),17.10.2013,100,799.3
Долар США (USD),18.10.2013,100,799.3
Долар США (USD),19.10.2013,100,799.3
Долар США (USD),20.10.2013,100,799.3
Долар США (USD),21.10.2013,100,799.3
Долар США (USD),22.10.2013,100,799.3
Долар США (USD),23.10.2013,100,799.3
Долар США (USD),24.10.2013,100,799.3
Долар США (USD),25.10.2013,100,799.3
Долар США (USD),26.10.2013,100,799.3
Долар США (USD),27.10.2013,100,799.3
Долар США (USD),28.10.2013,100,799.3
Долар США (USD),29.10.2013,100,799.3
Долар США (USD),30.10.2013,100,799.3
Долар США (USD),31.10.2013,100,799.3
Долар США (USD),01.11.2013,100,799.3
Долар США (USD),02.11.2013,100,799.3
Долар США (USD),03.11.2013,100,799.3
Долар США (USD),04.11.2013,100,799.3
Долар США (USD),05.11.2013,100,799.3
Долар США (USD),06.11.2013,100,799.3
Долар США (USD),07.11.2013,100,799.3
Долар США (USD),08.11.2013,100,799.3
Долар США (USD),09.11.2013,100,799.3
Долар США (USD),10.11.2013,100,799.3
Долар США (USD),11.11.2013,100,799.3
Долар США (USD),12.11.2013,100,799.3
Долар США (USD),13.11.2013,100,799.3
Долар США (USD),14.11.2013,100,799.3
Долар США (USD),15.11.2013,100,799.3
Долар США (USD),16.11.2013,100,799.3
Долар США (USD),17.11.2013,100,799.3
Долар США (USD),18.11.2013,100,799.3
Долар США (USD),19.11.2013,100,799.3
Долар США (USD),20.11.2013,100,799.3
Долар США (USD),21.11.2013,100,799.3
Долар США (USD),22.11.2013,100,799.3
Долар США (USD),23.11.2013,100,799.3
Долар США (USD),24.11.2013,100,799.3
Долар США (USD),25.11.2013,100,799.3
Долар США (USD),26.11.2013,100,799.3
Долар США (USD),27.11.2013,100,799.3
Долар США (USD),28.11.2013,100,799.3
Долар США (USD),29.11.2013,100,799.3
Долар США (USD),30.11.2013,100,799.3
Долар США (USD),01.12.2013,100,799.3
Долар США (USD),02.12.2013,100,799.3
Долар США (USD),03.12.2013,100,799.3
Долар США (USD),04.12.2013,100,799.3
Долар США (USD),05.12.2013,100,799.3
Долар США (USD),06.12.2013,100,799.3
Долар США (USD),07.12.2013,100,799.3
Долар США (USD),08.12.2013,100,799.3
Долар США (USD),09.12.2013,100,799.3
Долар США (USD),10.12.2013,100,799.3
Долар США (USD),11.12.2013,100,799.3
Долар США (USD),12.12.2013,100,799.3
Долар США (USD),13.12.2013,100,799.3
Долар США (USD),14.12.2013,100,799.3
Долар США (USD),15.12.2013,100,799.3
Долар США (USD),16.12.2013,100,799.3
Долар США (USD),17.12.2013,100,799.3
Долар США (USD),18.12.2013,100,799.3
Долар США (USD),19.12.2013,100,799.3
Долар США (USD),20.12.2013,100,799.3
Долар США (USD),21.12.2013,100,799.3
Долар США (USD),22.12.2013,100,799.3
Долар США (USD),23.12.2013,100,799.3
Долар США (USD),24.12.2013,100,799.3
Долар США (USD),25.12.2013,100,799.3
Долар США (USD),26.12.2013,100,799.3
Долар США (USD),27.12.2013,100,799.3
Долар США (USD),28.12.2013,100,799.3
Долар США (USD),29.12.2013,100,799.3
Долар США (USD),30.12.2013,100,799.3
Долар США (USD),31.12.2013,100,799.3
Долар США (USD),01.01.2014,100,799.3
Долар США (USD),02.01.2014,100,799.3
Долар США (USD),03.01.2014,100,799.3
Долар США (USD),04.01.2014,100,799.3
Долар США (USD),05.01.2014,100,799.3
Долар США (USD),06.01.2014,100,799.3
Долар США (USD),07.01.2014,100,799.3
Долар США (USD),08.01.2014,100,799.3
Долар США (USD),09.01.2014,100,799.3
Долар США (USD),10.01.2014,100,799.3
Долар США (USD),11.01.2014,100,799.3
Долар США (USD),12.01.2014,100,799.3
Долар США (USD),13.01.2014,100,799.3
Долар США (USD),14.01.2014,100,799.3
Долар США (USD),15.01.2014,100,799.3
Долар США (USD),16.01.2014,100,799.3
Долар США (USD),17.01.2014,100,799.3
Долар США (USD),18.01.2014,100,799.3
Долар США (USD),19.01.2014,100,799.3
Долар США (USD),20.01.2014,100,799.3
Долар США (USD),21.01.2014,100,799.3
Долар США (USD),22.01.2014,100,799.3
Долар США (USD),23.01.2014,100,799.3
Долар США (USD),24.01.2014,100,799.3
Долар США (USD),25.01.2014,100,799.3
Долар США (USD),26.01.2014,100,799.3
Долар США (USD),27.01.2014,100,799.3
Долар США (USD),28.01.2014,100,799.3
Долар США (USD),29.01.2014,100,799.3
Долар США (USD),30.01.2014,100,799.3
Долар США (USD),31.01.2014,100,799.3
Долар США (USD),01.02.2014,100,799.3
Долар США (USD),02.02.2014,100,799.3
Долар США (USD),03.02.2014,100,799.3
Долар США (USD),04.02.2014,100,799.3
Долар США (USD),05.02.2014,100,799.3
Долар США (USD),06.02.2014,100,799.3
Долар США (USD),07.02.2014,100,870.8
Долар США (USD),08.02.2014,100,870.8
Долар США (USD),09.02.2014,100,870.8
Долар США (USD),10.02.2014,100,852.82
Долар США (USD),11.02.2014,100,855.32
Долар США (USD),12.02.2014,100,855.07
Долар США (USD),13.02.2014,100,855.07
Долар США (USD),14.02.2014,100,863.09
Долар США (USD),15.02.2014,100,863.09
Долар США (USD),16.02.2014,100,863.09
Долар США (USD),17.02.2014,100,864.05
Долар США (USD),18.02.2014,100,864.58
Долар США (USD),19.02.2014,100,868.69
Долар США (USD),20.02.2014,100,878.52
Долар США (USD),21.02.2014,100,883.8
Долар США (USD),22.02.2014,100,883.8
Долар США (USD),23.02.2014,100,883.8
Долар США (USD),24.02.2014,100,893.8
Долар США (USD),25.02.2014,100,903.77
Долар США (USD),26.02.2014,100,942.69
Долар США (USD),27.02.2014,100,951.79
Долар США (USD),28.02.2014,100,998.63
Долар США (USD),01.03.2014,100,998.63
Долар США (USD),02.03.2014,100,998.63
Долар США (USD),03.03.2014,100,969.94
Долар США (USD),04.03.2014,100,999.24
Долар США (USD),05.03.2014,100,972.41
Долар США (USD),06.03.2014,100,944.89
Долар США (USD),07.03.2014,100,938.79
Долар США (USD),08.03.2014,100,938.79
Долар США (USD),09.03.2014,100,938.79
Долар США (USD),10.03.2014,100,938.79
Долар США (USD),11.03.2014,100,923.59
Долар США (USD),12.03.2014,100,929.75
Долар США (USD),13.03.2014,100,928.23
Долар США (USD),14.03.2014,100,947.59
Долар США (USD),15.03.2014,100,947.59
Долар США (USD),16.03.2014,100,947.59
Долар США (USD),17.03.2014,100,960.07
Долар США (USD),18.03.2014,100,975.68
Долар США (USD),19.03.2014,100,995.98
Долар США (USD),20.03.2014,100,991.78
Долар США (USD),21.03.2014,100,1010.92
Долар США (USD),22.03.2014,100,1010.92
Долар США (USD),23.03.2014,100,1010.92
Долар США (USD),24.03.2014,100,1019.65
Долар США (USD),25.03.2014,100,1037.62
Долар США (USD),26.03.2014,100,1057.58
Долар США (USD),27.03.2014,100,1067.21
Долар США (USD),28.03.2014,100,1085.02
Долар США (USD),29.03.2014,100,1085.02
Долар США (USD),30.03.2014,100,1085.02
Долар США (USD),31.03.2014,100,1095.46
Долар США (USD),01.04.2014,100,1099.81
Долар США (USD),02.04.2014,100,1110.62
Долар США (USD),03.04.2014,100,1124.16
Долар США (USD),04.04.2014,100,1160.1102
Долар США (USD),05.04.2014,100,1160.1102
Долар США (USD),06.04.2014,100,1160.1102
Долар США (USD),07.04.2014,100,1165.0969
Долар США (USD),08.04.2014,100,1172.8167
Долар США (USD),09.04.2014,100,1187.8416
Долар США (USD),10.04.2014,100,1261.7898
Долар США (USD),11.04.2014,100,1256.9123
Долар США (USD),12.04.2014,100,1256.9123
Долар США (USD),13.04.2014,100,1256.9123
Долар США (USD),14.04.2014,100,1297.709
Долар США (USD),15.04.2014,100,1238.5561
Долар США (USD),16.04.2014,100,1139.611
Долар США (USD),17.04.2014,100,1125.2078
Долар США (USD),18.04.2014,100,1122.7373
Долар США (USD),19.04.2014,100,1122.7373
Долар США (USD),20.04.2014,100,1122.7373
Долар США (USD),21.04.2014,100,1122.7373
Долар США (USD),22.04.2014,100,1124.7453
Долар США (USD),23.04.2014,100,1151.285
Долар США (USD),24.04.2014,100,1138.4637
Долар США (USD),25.04.2014,100,1138.3201
Долар США (USD),26.04.2014,100,1138.3201
Долар США (USD),27.04.2014,100,1138.3201
Долар США (USD),28.04.2014,100,1135.7246
Долар США (USD),29.04.2014,100,1140.8089
Долар США (USD),30.04.2014,100,1140.1581
Долар США (USD),01.05.2014,100,1140.1581
Долар США (USD),02.05.2014,100,1140.1581
Долар США (USD),03.05.2014,100,1140.1581
Долар США (USD),04.05.2014,100,1140.1581
Долар США (USD),05.05.2014,100,1140
Долар США (USD),06.05.2014,100,1146.9576
Долар США (USD),07.05.2014,100,1165.1347
Долар США (USD),08.05.2014,100,1159.3833
Долар США (USD),09.05.2014,100,1159.3833
Долар США (USD),10.05.2014,100,1159.3833
Долар США (USD),11.05.2014,100,1159.3833
Долар США (USD),12.05.2014,100,1160.5445
Долар США (USD),13.05.2014,100,1164.6656
Долар США (USD),14.05.2014,100,1176.4521
Долар США (USD),15.05.2014,100,1166.2983
Долар США (USD),16.05.2014,100,1175.5194
Долар США (USD),17.05.2014,100,1175.5194
Долар США (USD),18.05.2014,100,1175.5194
Долар США (USD),19.05.2014,100,1175.2057
Долар США (USD),20.05.2014,100,1171.6147
Долар США (USD),21.05.2014,100,1172.321
Долар США (USD),22.05.2014,100,1173.046
Долар США (USD),23.05.2014,100,1171.5143
Долар США (USD),24.05.2014,100,1171.5143
Долар США (USD),25.05.2014,100,1171.5143
Долар США (USD),26.05.2014,100,1166.0821
Долар США (USD),27.05.2014,100,1175.1152
Долар США (USD),28.05.2014,100,1170.977
Долар США (USD),29.05.2014,100,1176.5592
Долар США (USD),30.05.2014,100,1177.4997
Долар США (USD),31.05.2014,100,1177.4997
Долар США (USD),01.06.2014,100,1177.4997
Долар США (USD),02.06.2014,100,1187.7564
Долар США (USD),03.06.2014,100,1183.3307
Долар США (USD),04.06.2014,100,1187.0105
Долар США (USD),05.06.2014,100,1176.026
Долар США (USD),06.06.2014,100,1182.5829
Долар США (USD),07.06.2014,100,1182.5829
Долар США (USD),08.06.2014,100,1182.5829
Долар США (USD),09.06.2014,100,1182.5829
Долар США (USD),10.06.2014,100,1180.3521
Долар США (USD),11.06.2014,100,1163.1239
Долар США (USD),12.06.2014,100,1165.4663
Долар США (USD),13.06.2014,100,1172.8837
Долар США (USD),14.06.2014,100,1172.8837
Долар США (USD),15.06.2014,100,1172.8837
Долар США (USD),16.06.2014,100,1174.8094
Долар США (USD),17.06.2014,100,1176.0444
Долар США (USD),18.06.2014,100,1182.7596
Долар США (USD),19.06.2014,100,1184.9877
Долар США (USD),20.06.2014,100,1185.4613
